N,P,K,temperature,humidity,ph,rainfall,label
78.04,25.48,36.73,14.07,55.2,6.84,51.94,barley
62.98,43.86,36.72,19.88,48.39,6.85,36.17,barley
81.13,49.12,36.58,16.32,44.29,7.16,49,barley
51.72,39.42,36.55,18.11,47.71,7.42,41.88,barley
64.21,26.91,36.55,21.46,69.91,6.65,52.42,barley
42.46,50.57,36.45,11.16,49.52,6.42,67.16,barley
70.63,42.56,36.43,18.25,47.78,6.13,38.35,barley
80.35,38.79,36.4,14.93,41.32,6.25,61.19,barley
43.03,37.4,36.4,14.98,62.46,7.24,83.99,barley
62.12,26.38,36.32,13.42,54.2,6.92,90.82,barley
81.26,39.56,36.3,12.88,45.45,6.13,79.99,barley
59.28,35.21,36.24,10.47,56.61,6.81,83.33,barley
45.63,46.11,36.22,9.54,47.26,6.02,62.81,barley
84.03,37.39,36.12,8.79,40.07,6.37,77.64,barley
41.94,30.82,36.1,22.96,65.05,7.26,51.22,barley
72.54,28.49,36.09,14.99,48.04,6.91,90.99,barley
56.05,32.57,36.03,21.18,43.09,7.41,85.66,barley
69.29,54.28,35.97,22.49,42.49,6.29,60.85,barley
75.13,53.68,35.94,14.4,68.61,6.96,50.87,barley
64.64,37.13,35.93,17.52,40.3,6.7,97.44,barley
42.67,53.13,35.9,17.84,54.47,6.14,83.77,barley
64.35,51.35,35.82,22.88,54.51,6.74,38.38,barley
86.68,41.27,35.82,10.26,40.02,7.22,36.13,barley
55.64,27.94,35.8,8.91,43.32,6.33,62.5,barley
80.17,51.92,35.55,15.29,40.92,7.32,30.91,barley
53.52,49.68,35.55,15.39,49.43,6.87,81.09,barley
75.49,25.22,35.55,8.6,57.08,7.38,97.79,barley
54.67,48.19,35.54,13.57,51.15,6,50.99,barley
84.14,40.83,35.53,17.25,62.48,7.45,35.15,barley
83.95,42.15,35.52,14.89,49.51,6.65,84.17,barley
60.4,30.74,35.51,22.53,64.13,6.1,78.48,barley
48.24,45.67,35.44,11.2,49.59,6.89,35.06,barley
72.14,45.82,35.38,12.88,46.38,6.05,51.28,barley
78.09,36.6,35.34,15.88,57.32,7.3,98.65,barley
66.03,47.27,35.29,14.76,51.94,6.04,53.49,barley
70.03,47.31,35.19,18.15,42.13,6.38,55.33,barley
60.01,29.51,35.11,20.83,53.25,6.74,89.41,barley
44.31,41.77,35.08,10.31,53.26,6.5,66.53,barley
56.47,26.27,34.89,16.71,45.05,7.14,98.95,barley
65.37,51.23,34.81,19.24,69.78,6.2,49.23,barley
64.01,36.2,34.8,17.27,45.67,7.35,77.19,barley
70.25,41.8,34.59,16.08,45.29,7.22,67.92,barley
79.15,38.28,34.56,20.45,51.47,6.66,56.33,barley
49.57,36.59,34.55,13.68,49.62,7.45,74.91,barley
53.12,32.25,34.49,22.19,51.35,7.12,36.78,barley
82.98,46.29,34.47,16.33,69.26,7.45,45.07,barley
88.28,25.45,34.43,13.33,53.47,6.86,60.49,barley
75.51,34.43,34.14,21.15,53.78,6.54,64.59,barley
65.26,54.65,33.96,8.93,47.87,6.65,40.98,barley
50.29,34.65,33.96,23.09,67.95,6.31,55.08,barley
76.8,34.04,33.9,17.59,45.14,7.11,51.18,barley
47.47,40.3,33.82,22.41,67.9,6.58,64.42,barley
83.83,29.75,33.67,17.69,60.76,6.57,90.84,barley
47.1,35.44,33.51,19.98,59.53,6.93,54.67,barley
63.24,43.92,33.49,11.02,55.24,6.79,86.74,barley
81.81,32.95,33.46,16.6,59.91,7.18,57.64,barley
70.1,51.78,33.3,17.71,58.94,6.89,79.18,barley
72.71,29.56,33.21,17.84,42.5,7.32,86.25,barley
87.84,40.01,32.98,15.32,46.27,6.55,55.89,barley
69.44,27.68,32.93,10.8,69.61,6.84,78.12,barley
56.03,27.81,32.81,10.06,68.43,6.71,52.21,barley
47.11,25.35,32.66,12.72,54.58,6.87,33.06,barley
53.74,25.98,32.61,22.32,69.48,6.96,41.31,barley
65.26,54.01,32.53,23.75,60.04,6.95,41.62,barley
72.55,49.74,32.53,9.17,48.21,7.47,71.74,barley
42.62,48.03,32.5,21.15,65.51,6.32,76.01,barley
67.84,53.39,32.45,13.23,58.2,7.4,88.58,barley
81.19,50.71,32.45,9.43,53.13,6.35,50.38,barley
59.73,37.65,32.33,22.52,61.42,6.91,51.66,barley
46.06,28.41,32.33,18.37,61.36,6.27,35.57,barley
64.78,37.63,32.32,11.7,44.09,6.3,33.87,barley
84.74,33.03,32.32,22.38,66.89,7.03,90.13,barley
89.95,43.23,32.14,11.6,47.71,6.72,55.71,barley
42.51,27.19,32.09,12.72,46.97,6.42,86.24,barley
71.31,39.67,32.05,23.9,66.41,6.94,69.86,barley
81.29,34.11,31.95,13.07,54.02,6.43,97.31,barley
54.67,52.95,31.91,9.39,58.51,6.17,54.17,barley
74.07,26.91,31.89,23.42,56.17,6.43,38.42,barley
71.03,31.04,31.85,8.63,54.27,6.81,45.94,barley
49.81,45.7,31.71,14.65,54.08,6.55,37.04,barley
67.18,44.61,31.61,18.36,41.34,6.08,62.01,barley
74.85,41.8,31.59,14.72,56.86,6.01,35.5,barley
49.06,46.36,31.55,14.44,63.5,7.44,38.87,barley
68.34,35.63,31.43,14.59,61.83,6.68,89.97,barley
81.77,25.44,31.37,13.4,40.58,6.19,58.95,barley
61.03,39.43,31.29,13.81,41.57,7.03,60.54,barley
75.18,44.35,31.22,23.22,40.67,6.46,94.47,barley
85.69,36.05,31.2,14.14,65.1,6.98,72.99,barley
76.42,30.99,31.14,16.03,61.76,6.17,58.45,barley
79.35,26.69,31.08,16.09,56.81,7.09,54.84,barley
84.51,33.62,31.03,8.93,43.35,6.77,48.73,barley
57.97,39.26,30.91,18.26,67.04,6.25,56.7,barley
46.32,50.28,30.87,18.57,54.12,6.3,72.12,barley
73.43,45.36,30.86,17.5,40.3,6.95,93.93,barley
65.48,41.37,30.78,9.3,45.8,7.43,58.61,barley
88.95,43.1,30.73,18.37,43.69,7.33,65.22,barley
40.81,36.18,30.55,16.7,42.18,7.19,45.24,barley
60.36,26.98,30.46,9.78,64.25,7.42,35.06,barley
53.57,50.65,30.39,23.57,69.39,6.4,32.87,barley
73.71,32.8,30.36,22.68,48.72,6.7,92.31,barley
46.15,41.76,30.3,19.67,59.57,7.27,78.47,barley
87.24,39.68,30.26,22.79,40.73,6.87,68.43,barley
78.46,42.9,30.12,12.2,43.66,6.76,70.97,barley
45.47,36.92,30.11,17.11,65.83,6.12,35.08,barley
83.67,36.85,30.05,11.32,51.33,6.48,77.41,barley
84.68,47.7,29.96,19.91,44.56,6.2,54.19,barley
88.8,51.21,29.88,17.4,65.42,6.66,31.26,barley
79.06,25.58,29.81,18.05,48.26,7.36,74.37,barley
64.43,43.1,29.77,23.74,60.02,6.07,52.86,barley
43.52,33.34,29.74,23.12,48.48,6.69,76.99,barley
87.76,32.2,29.71,10.94,57.31,6.23,54.93,barley
53.26,52.12,29.62,16.84,41.52,6.07,80.43,barley
44.44,50.95,29.62,10.85,47.18,6.63,47.58,barley
69.01,52.12,29.61,18.72,45.64,6.94,53.55,barley
72.58,47.16,29.47,18.32,51.85,7.07,43.95,barley
41.93,51.37,29.45,10.06,54.05,6.9,32.17,barley
84.43,34.87,29.44,16.19,68.22,6.07,54.66,barley
58.49,39.58,29.41,10.27,46.41,6.16,77.81,barley
65.95,45.33,29.36,20.38,63.19,6.78,98.32,barley
43.59,37.29,29.34,18.83,58.17,6.55,45.25,barley
78.32,39.94,29.3,20.99,66.01,7.01,33.29,barley
77.36,34.35,29.19,21.41,42.17,7.32,47.97,barley
62.9,36.94,29.09,9.05,46.85,6.37,63.89,barley
81.68,38.21,29.07,12.15,45.84,6.09,53.97,barley
87.76,40.68,28.99,9.23,55.02,7.19,79.5,barley
74.63,29.03,28.98,13.74,64.13,6.42,44.75,barley
75.73,43.11,28.97,14.57,46.53,7.45,39.14,barley
55.06,42.95,28.92,12.8,62.3,6.07,93.2,barley
56.03,29.05,28.89,17.16,53.26,6.52,82.25,barley
77.81,38.76,28.68,22.4,43.48,7.43,51.98,barley
89.64,37.24,28.62,16.93,49.13,6.13,30.1,barley
49.8,43.32,28.42,11.31,55.5,6.01,30.54,barley
73.17,37.25,28.41,19.7,47.27,6.26,67.09,barley
80.51,41.1,28.35,8.99,44.87,7.34,78.02,barley
46.24,48.83,28.27,22.03,68.32,6.22,62.39,barley
61.5,45.19,28.26,12.9,63.67,6.67,85.89,barley
65.43,39.3,28.12,8.47,58.15,6.59,50.91,barley
87.38,48.01,28.05,17.45,61.64,7.41,91.71,barley
74.3,53.46,28.04,20.98,41.66,6.81,34.94,barley
64.47,40.38,28.03,15.28,54.12,7.06,95.84,barley
62.82,30.12,28.02,16.15,44.42,6.92,69.6,barley
41.89,44.3,27.88,8.84,46.93,7.2,89.6,barley
75.3,39.71,27.73,22.16,57.31,6.33,48.84,barley
65.19,46.26,27.47,13.19,50.03,6.04,53.87,barley
43.35,25.85,27.34,22.1,52.48,7.08,94.28,barley
87.9,40.89,27.26,16.01,60.39,6.11,49.23,barley
65.21,50.97,27.24,9.26,50.69,7.12,68.55,barley
86.68,51.02,27.01,20.45,58.26,7.46,56.15,barley
45.17,37.95,26.9,16.26,47.6,7.41,93.42,barley
80.07,37.32,26.9,14.5,64.79,6.34,66.71,barley
79,48.14,26.84,22.76,57.78,6.57,65.14,barley
43.62,53.62,26.7,22.76,52.78,7.48,68.78,barley
58.59,25.78,26.65,20.49,46.04,6.12,63.21,barley
63.61,51.4,26.47,18.85,58.23,6.44,39.56,barley
80.56,30.92,26.41,18.82,52.15,7.4,36.23,barley
41.15,51.9,26.32,11.64,48.39,6.19,74.75,barley
45.84,33.19,26.29,15.29,67.25,6.16,80.42,barley
71.69,52.44,26.26,18.64,42.36,6.91,41.48,barley
40.01,32.24,26.25,12.01,64.18,6.42,43.41,barley
82.83,36.88,25.97,14.8,51.57,7.37,83.34,barley
71.13,25.3,25.85,15.86,68.52,6.58,59.71,barley
82.8,38.04,25.79,11.06,63.06,6.4,83.71,barley
66.09,27.23,25.76,21.44,61.75,7.34,38.23,barley
62.22,32.69,25.71,18.72,40.01,7.21,35.55,barley
77.24,30.05,25.7,15.37,48.59,6.37,75.17,barley
63,43.21,25.65,20.88,69.02,6.4,64.64,barley
45.63,53.02,25.51,12.04,52.2,6.57,85.63,barley
50.56,34.4,25.37,22.43,51.92,6.37,61.39,barley
73.48,54.12,25.27,17.55,52.73,6.67,47.79,barley
74.32,27.09,25.25,21.69,46.82,7.26,49.55,barley
81.41,35.06,25.21,19.39,64.78,6.15,46.79,barley
61.17,40.45,25.12,18.61,65.58,6.39,64.41,barley
88.4,52.44,25.01,9.94,42.56,7.36,43.55,barley
84.1,37.82,24.87,8.2,56.79,6.79,80.35,barley
48.04,54.35,24.76,15.8,50.92,6.96,39.03,barley
85.75,40.99,24.74,19.13,63.8,6.48,90,barley
61.47,39.12,24.72,8.5,68.41,6.36,46.8,barley
76.36,54.42,24.67,11.61,46.35,7.19,43.08,barley
84.5,35.38,24.63,8.41,59.37,6.96,53.84,barley
85.29,40.49,24.61,22.75,62.72,7.1,79.64,barley
89.79,33.66,24.48,11.86,68.08,6.78,55.54,barley
75.39,26.87,24.42,8.13,58.93,6.67,39.4,barley
68.52,26.61,24.21,17.96,46.23,6.76,68.14,barley
63.62,26.37,24.2,12.43,69.15,6.5,63.74,barley
74.98,37.36,24.15,18.65,55.74,6.96,53.66,barley
68.32,47.9,24.1,11.66,66.47,6.03,82.69,barley
64.83,33.53,24.01,18.07,41.63,7.12,52.23,barley
86.16,45.68,23.81,13.71,57.77,7.25,33.06,barley
73.2,32.65,23.81,8.94,49.16,6.24,42.18,barley
67.57,35.79,23.77,17.43,55.75,6.3,61.63,barley
68.59,52.22,23.67,16.54,66.38,6.62,63.74,barley
59.72,25.04,23.6,16.55,60.25,6.63,81.15,barley
54.5,43.87,23.54,18.48,48.5,6,38.89,barley
77.45,33.17,23.53,12.03,67.62,6.87,67.34,barley
86.23,40.51,23.51,16.45,43.81,6.89,63.77,barley
81.57,42.97,23.45,9.5,67.29,7,88.05,barley
76.78,44.91,23.4,19.53,55.01,7.34,94.39,barley
89.77,25.68,23.39,17.75,64.62,6.43,46.74,barley
50.95,26.1,23.24,13.42,64.08,6.86,65.89,barley
75.13,33.94,23.16,20.51,59.32,6.07,55.2,barley
67.48,51.63,23.14,21.16,46.3,6.59,52.16,barley
51.87,40.37,23.13,14.15,54.63,6.98,96.54,barley
75.25,38.53,23.02,19.32,40.94,7.31,39.71,barley
79.85,42.71,22.91,16.77,61.08,7.19,74.04,barley
85.34,42.62,22.56,15.2,62.69,7.19,64.62,barley
67.22,53.88,22.27,13.85,46.76,6.29,39.86,barley
64.12,46.09,22.04,11.1,46.44,7.11,43.24,barley
68.42,38.19,22.02,15.44,64.62,6.92,88.25,barley
54.48,42.32,21.98,11.06,52.22,7.41,56.41,barley
80.39,32.39,21.9,10.11,65.76,6.95,47.72,barley
59.68,30.76,21.84,17.45,69.68,6.25,33.27,barley
77.37,39.21,21.74,23.32,68.28,7.18,99.39,barley
40.01,40.33,21.41,12.42,61.21,6.09,88.75,barley
51.8,46.92,21.21,9.52,40.2,6.23,34.83,barley
75.43,31.45,21.21,11.22,45.36,6.51,59.29,barley
68.29,43.47,21.19,14.45,59.47,7.05,74.67,barley
88.2,36.53,21.17,8.5,51.64,6.24,31.63,barley
56.71,49.54,21.15,21.93,55.38,6.6,64.8,barley
63.85,44.27,21.15,17.94,63.34,6.75,55.03,barley
42.76,49.62,21.13,13.87,56.27,6.22,82.24,barley
51.68,32.9,21.13,9.97,69.59,6.47,38.07,barley
63.33,26.58,21.13,19.47,56.14,6.76,47.02,barley
43.33,54.96,20.74,21.36,50.96,7.26,68.82,barley
71.17,26.69,20.72,15.2,49.98,6.66,48.39,barley
64.7,28.55,20.41,12.85,60.94,7.19,50.7,barley
89.51,31.28,20.35,23.96,48.43,7,42.37,barley
85.08,52.79,20.27,9.21,47.51,7,92.18,barley
51.83,51.69,20.27,11.22,68.77,6.92,48.32,barley
63.69,38.4,20.21,21.11,50.79,6.81,77.41,barley
84.81,49.2,20.11,13.12,52.65,6.34,43.97,barley
42,77,25,34.036792,67.211138,7.32698,61.838761,blackgram
43,77,25,27.483949,63.915303,6.756612,68.458904,blackgram
57,77,25,25.757048,60.065349,7.217884,66.531737,blackgram
58,75,25,25.255962,61.366697,7.261792,68.646851,blackgram
60,75,25,25.702263,61.975537,7.435839,69.435401,blackgram
41,74,25,33.841453,66.312842,6.525494,73.4055,blackgram
39,73,25,25.512073,61.486691,7.234483,68.514588,blackgram
39,73,25,25.756698,61.589943,7.258764,65.280015,blackgram
42,73,25,33.920007,68.702669,6.511133,73.947991,blackgram
42,73,25,34.036792,67.211138,6.501869,73.235736,blackgram
24,72,25,28.687883,60.065349,6.952263,74.915595,blackgram
45,72,25,34.446702,67.36805,6.500145,71.904567,blackgram
38,71,25,27.825928,67.779546,6.919244,74.012297,blackgram
52,71,25,27.742748,68.539971,7.261792,68.646851,blackgram
26,69,25,27.604085,60.065349,7.035269,74.915595,blackgram
56,67,25,32.579382,66.406826,7.563161,63.420626,blackgram
57,67,25,32.34744,66.614528,7.551364,64.558823,blackgram
30,65,25,32.887338,64.594574,7.706509,71.505695,blackgram
30,65,25,33.490771,62.733172,6.847383,65.453285,blackgram
30,64,25,32.613286,64.575339,7.549656,68.646183,blackgram
50,64,25,28.840792,63.372307,6.734447,70.254967,blackgram
54,64,25,30.88648,68.532298,7.730413,65.288844,blackgram
37,63,25,32.741473,66.206138,7.478027,61.795088,blackgram
38,63,25,32.426491,66.726706,7.471473,60.417903,blackgram
44,63,25,29.58949,65.9136,6.928899,67.530212,blackgram
37,62,25,25.685767,69.090478,6.726469,61.192509,blackgram
38,62,25,29.578127,67.779546,7.453975,69.438955,blackgram
38,62,25,32.747739,67.779546,7.453975,63.377844,blackgram
20,60,25,27.325421,69.090478,6.726469,61.192509,blackgram
41,60,25,27.301215,62.324839,6.500145,67.999851,blackgram
20,59,25,28.30696,69.961,6.554742,60.417903,blackgram
41,58,25,27.423108,63.173127,6.524289,68.538185,blackgram
42,58,25,27.458536,62.90021,6.513621,69.460209,blackgram
40,57,25,27.309308,63.121315,6.520424,67.911944,blackgram
43,57,25,26.95904,64.951089,6.724104,71.814499,blackgram
43,56,25,29.214807,67.174419,7.489489,72.75755,blackgram
44,56,25,29.18013,65.28699,7.2328,70.809172,blackgram
43,55,25,29.151765,68.052251,7.156599,68.792293,blackgram
44,55,25,29.632105,65.9136,7.421608,71.16332,blackgram
39,73,24,25.658425,61.182358,7.224059,69.286078,blackgram
40,73,24,26.613974,61.830175,7.300623,69.706356,blackgram
25,71,24,28.495387,60.448484,7.187722,74.915595,blackgram
21,67,24,33.490771,62.733172,7.551364,65.453285,blackgram
51,66,24,28.756297,61.655762,7.077537,65.617161,blackgram
29,65,24,32.872675,65.920964,7.653736,72.208215,blackgram
38,64,24,33.721648,69.176072,7.586746,61.28285,blackgram
20,62,24,29.363587,66.770943,7.353877,61.912087,blackgram
21,62,24,33.490771,62.733172,6.847383,65.453285,blackgram
21,62,24,33.517191,63.146217,6.880308,65.208139,blackgram
27,62,24,28.630055,66.770943,7.353877,62.273734,blackgram
50,62,24,28.581157,63.153056,6.952347,70.128776,blackgram
20,61,24,27.264917,68.149903,6.693161,61.978326,blackgram
20,59,24,28.32677,69.222002,6.831785,61.188126,blackgram
42,59,24,27.36524,63.351496,6.549525,70.787104,blackgram
42,59,24,26.917181,62.620783,6.926798,69.812593,blackgram
47,58,24,27.659918,62.675625,7.128543,69.627877,blackgram
43,57,24,28.370175,64.551714,7.420497,70.813502,blackgram
42,79,23,27.531193,63.076001,6.767063,68.736268,blackgram
42,79,23,32.817052,66.156651,6.781842,68.56508,blackgram
42,79,23,27.716783,63.291034,6.781842,68.56508,blackgram
55,78,23,33.22447,63.148173,6.623988,64.479424,blackgram
42,75,23,26.700721,69.133041,7.652373,66.408504,blackgram
41,74,23,26.364072,64.183014,7.466242,69.124168,blackgram
20,68,23,25.549606,63.954255,7.707332,63.183053,blackgram
28,65,23,28.386865,61.888711,7.405176,74.244591,blackgram
29,65,23,28.437764,61.515926,7.378173,74.915595,blackgram
20,62,23,33.441421,63.45751,6.850442,67.309251,blackgram
20,61,23,27.990965,67.750665,6.935479,61.42748,blackgram
43,61,23,26.268285,61.547025,7.411315,70.857156,blackgram
48,58,23,27.77461,62.103263,7.584641,69.460095,blackgram
50,58,23,27.813269,62.504605,7.596802,69.755555,blackgram
33,80,22,28.570061,65.717658,6.593962,70.086643,blackgram
33,80,22,28.554015,65.774421,6.602561,70.076044,blackgram
55,79,22,31.371039,62.631177,7.775306,68.258825,blackgram
40,78,22,25.519309,60.922735,6.573127,71.397596,blackgram
41,78,22,27.849553,61.419597,6.795245,69.543344,blackgram
43,78,22,30.866723,62.847632,7.719637,72.811046,blackgram
40,77,22,25.331628,60.60741,6.767283,70.424414,blackgram
55,77,22,27.440033,62.993035,6.661871,72.506698,blackgram
55,77,22,31.434506,62.993035,7.760618,64.776515,blackgram
33,76,22,33.04688,68.012329,6.690655,68.917544,blackgram
44,76,22,27.264589,68.012329,7.775306,68.917544,blackgram
34,75,22,30.576898,63.171281,7.087539,74.233587,blackgram
44,75,22,30.03284,64.148005,7.574562,71.210069,blackgram
42,73,22,34.084313,66.893555,6.522807,70.833054,blackgram
43,73,22,29.67539,64.34054,7.72547,69.002948,blackgram
52,71,22,27.742748,68.539971,6.593962,71.786153,blackgram
31,68,22,29.664602,62.730389,6.621486,61.696234,blackgram
48,68,22,28.709092,62.179715,7.178673,64.325128,blackgram
49,68,22,28.568406,61.532786,7.127064,63.497263,blackgram
29,66,22,33.726583,63.057125,7.703154,71.9494,blackgram
49,66,22,29.042175,61.576992,6.989396,64.085509,blackgram
54,66,22,30.285856,68.207374,7.775306,68.032277,blackgram
55,66,22,30.904933,68.934326,7.715112,67.244749,blackgram
55,66,22,30.912195,68.794274,7.747775,66.638306,blackgram
28,65,22,28.503707,62.860218,7.392539,72.343742,blackgram
29,65,22,29.105719,62.343411,6.730756,63.947111,blackgram
49,65,22,29.384408,61.608924,6.88995,64.510435,blackgram
22,64,22,27.694548,67.984343,6.865583,73.02496,blackgram
22,64,22,32.033176,63.275434,6.940401,66.174249,blackgram
21,63,22,25.097374,67.728379,6.859409,74.616499,blackgram
28,63,22,28.551829,67.020784,7.347271,61.493573,blackgram
39,63,22,25.097374,63.599486,6.972977,64.727971,blackgram
40,62,22,25.956654,63.19371,7.38021,69.306037,blackgram
55,62,22,31.434506,66.637972,7.538631,64.776515,blackgram
42,61,22,26.272744,62.288149,7.418651,70.232076,blackgram
42,61,22,26.272744,61.300905,7.418651,70.232076,blackgram
42,59,22,26.249523,62.084657,7.419554,71.32867,blackgram
48,59,22,28.367264,60.267282,7.446523,71.660032,blackgram
60,59,22,31.868473,66.742175,7.191523,74.222386,blackgram
60,59,22,31.640802,66.788392,7.204182,74.19668,blackgram
51,56,22,28.570061,65.717658,6.593962,70.086643,blackgram
23,55,22,34.165997,69.953052,7.444445,65.902153,blackgram
24,78,21,33.394388,62.936929,6.808042,63.57446,blackgram
25,78,21,27.161591,66.760172,7.040056,69.851123,blackgram
40,78,21,25.097374,62.037559,6.500145,71.00231,blackgram
41,78,21,25.366542,60.504477,6.615823,70.899067,blackgram
41,78,21,25.198577,60.373327,6.581313,70.887872,blackgram
55,78,21,33.394388,62.936929,6.602888,63.57446,blackgram
33,77,21,30.329922,65.629719,7.012855,71.646313,blackgram
34,77,21,33.061681,69.034547,6.660224,61.045407,blackgram
42,77,21,26.685422,61.534282,6.886801,70.986968,blackgram
44,77,21,32.639187,61.300905,7.32698,61.838761,blackgram
48,77,21,25.365861,66.637972,7.538631,61.838761,blackgram
52,77,21,32.817052,61.300905,6.814301,68.839249,blackgram
41,76,21,27.264589,60.373327,7.775306,68.917544,blackgram
44,76,21,31.609989,62.425172,7.424746,65.539317,blackgram
45,76,21,27.036258,68.812737,7.775306,68.976573,blackgram
33,75,21,33.04688,68.938756,6.690655,62.302783,blackgram
34,75,21,32.968475,69.623218,6.644513,63.867872,blackgram
34,74,21,34.103001,68.158281,6.680225,64.318921,blackgram
45,74,21,30.176637,64.168582,7.548313,71.084457,blackgram
32,73,21,31.936467,69.503796,6.878329,60.417903,blackgram
35,72,21,33.690876,64.412932,7.673537,67.301513,blackgram
35,72,21,34.036195,64.287914,7.741419,66.855109,blackgram
32,71,21,33.909329,65.372292,7.752878,66.527663,blackgram
36,71,21,34.385835,65.63347,7.742278,68.89882,blackgram
33,70,21,32.539757,63.970594,7.346508,65.503568,blackgram
29,67,21,29.791811,63.387892,6.621324,63.021699,blackgram
53,66,21,30.754324,68.236984,7.733735,65.689466,blackgram
25,65,21,33.863512,68.592323,6.880246,70.141514,blackgram
25,65,21,33.863512,68.592323,6.880246,69.244641,blackgram
29,65,21,29.948765,62.77524,6.663803,64.72278,blackgram
30,65,21,33.998138,61.898674,6.558256,65.94738,blackgram
52,65,21,30.794583,68.250134,7.756386,66.172844,blackgram
54,65,21,30.71667,67.624015,7.183302,66.315799,blackgram
27,64,21,32.463253,68.10614,7.532015,73.720384,blackgram
27,64,21,32.84213,68.684015,7.543804,73.671662,blackgram
28,64,21,32.815119,68.338319,7.417223,72.979699,blackgram
29,64,21,28.264173,61.294371,7.43133,73.900816,blackgram
35,64,21,29.791811,63.536045,6.500145,63.021699,blackgram
53,64,21,32.712729,65.664464,6.800801,69.323565,blackgram
26,63,21,33.04171,68.387842,7.597245,73.32137,blackgram
21,62,21,33.563146,63.017808,6.804574,66.956639,blackgram
25,62,21,26.73434,68.139997,7.040056,67.150964,blackgram
25,62,21,26.37402,66.369598,7.191266,66.613628,blackgram
25,61,21,27.522966,65.96405,6.892928,64.594272,blackgram
42,61,21,26.53723,62.704722,7.328038,70.571439,blackgram
48,61,21,30.284966,61.692951,6.628265,65.628595,blackgram
39,60,21,34.898149,63.599486,6.972977,64.727971,blackgram
40,60,21,32.842874,63.090982,6.929772,64.418193,blackgram
60,60,21,30.797302,65.710448,6.924543,74.224938,blackgram
43,59,21,26.683367,64.504584,7.581104,72.094493,blackgram
59,59,21,30.539703,67.011915,7.265406,74.072359,blackgram
50,55,21,28.104596,63.554961,6.687489,69.760758,blackgram
21,80,20,28.206673,68.270852,7.35087,64.328871,blackgram
22,80,20,28.858314,67.931237,7.357015,66.554575,blackgram
20,79,20,27.903218,64.419909,6.820392,67.852679,blackgram
21,79,20,28.574206,68.080828,7.376337,64.038586,blackgram
56,77,20,33.414306,63.29757,6.588404,65.864246,blackgram
42,75,20,32.712578,61.889953,7.270557,60.793275,blackgram
57,75,20,27.925806,60.664175,7.202669,67.418637,blackgram
22,68,20,33.953091,63.954255,7.42353,63.183053,blackgram
28,68,20,33.669898,61.238122,7.618791,72.823441,blackgram
43,68,20,29.578127,66.175877,7.497469,69.438955,blackgram
50,68,20,28.741625,60.686785,7.164092,64.447321,blackgram
24,67,20,30.258207,63.935768,7.053672,67.052196,blackgram
44,67,20,30.336099,65.000504,7.592011,71.224942,blackgram
40,65,20,30.529784,65.793102,6.726475,61.589054,blackgram
52,65,20,32.817052,66.156651,6.814301,68.839249,blackgram
52,65,20,32.815373,66.157778,6.814361,68.838568,blackgram
52,65,20,29.676759,66.763771,7.159377,65.852652,blackgram
30,64,20,30.329922,65.629719,6.573532,71.646313,blackgram
30,64,20,33.864294,61.570725,6.573532,68.021998,blackgram
44,63,20,27.219566,61.307979,6.819618,63.834652,blackgram
23,62,20,27.820873,66.837202,7.174976,64.986004,blackgram
27,61,20,26.879139,67.91615,7.056025,67.493788,blackgram
29,61,20,26.87187,61.613673,6.804254,63.021699,blackgram
43,61,20,26.763815,60.553567,6.801732,64.086669,blackgram
43,61,20,26.87187,61.613673,6.804254,63.51822,blackgram
44,61,20,27.151665,61.388889,6.812015,64.47676,blackgram
22,60,20,29.561552,67.883863,7.0852,73.917678,blackgram
34,60,20,31.357308,66.175877,7.322555,63.856689,blackgram
51,57,20,27.986381,63.442868,7.10692,70.365146,blackgram
22,55,20,33.745557,69.933741,7.401703,61.164413,blackgram
22,55,20,33.953091,69.961,7.42353,61.163505,blackgram
24,80,19,29.602533,69.961,6.805156,68.332159,blackgram
24,80,19,30.489629,69.961,6.885129,68.023185,blackgram
24,80,19,29.678925,69.085455,6.808042,65.664366,blackgram
24,80,19,29.678925,67.998036,6.808042,65.664366,blackgram
24,80,19,30.673559,69.640714,6.934188,63.335071,blackgram
34,80,19,31.493383,63.056364,6.521218,71.48327,blackgram
35,80,19,30.101923,65.272922,6.74061,70.752407,blackgram
22,79,19,28.308008,67.607701,7.380703,63.185138,blackgram
37,79,19,27.543848,69.347863,7.143943,69.408782,blackgram
38,79,19,27.562092,68.708902,7.105743,69.319776,blackgram
21,78,19,27.161591,66.760172,6.92009,69.851123,blackgram
42,77,19,29.126365,60.065349,6.500145,71.024823,blackgram
41,75,19,28.452074,61.691478,6.652766,71.964665,blackgram
56,75,19,31.743795,60.065349,7.332375,68.970975,blackgram
57,75,19,32.524635,64.504949,7.261288,64.843353,blackgram
47,74,19,28.522203,63.74249,7.042009,72.569824,blackgram
20,72,19,32.476483,64.348487,7.397191,65.820457,blackgram
25,72,19,33.863512,64.348487,7.397191,65.820457,blackgram
20,71,19,32.597723,64.499631,7.353015,64.894919,blackgram
23,70,19,30.608848,64.291802,7.221915,66.825898,blackgram
25,68,19,29.399827,64.255107,7.10845,67.476773,blackgram
28,68,19,34.574025,61.3392,7.695125,72.471105,blackgram
28,68,19,34.63881,61.385979,7.699507,72.431691,blackgram
40,68,19,34.357891,64.616593,7.733912,69.867066,blackgram
34,67,19,34.946616,64.962051,7.18431,68.270161,blackgram
